"Time [ms]"	"FL_a [Wb]"	"FL_c [Wb]"	"FL_b [Wb]"
3.8828	0.366878711447328	0.21987116738889	-0.397558506012922
3.997	0.368952238297498	0.212885533534749	-0.398832225397871
4.1112	0.37099593821606	0.205027986015593	-0.400040355020248
4.2254	0.373114149118749	0.195884339639229	-0.401129351370307
4.3396	0.375278589491389	0.185699472955132	-0.402126599338798
4.4538	0.37749016164204	0.174467604912006	-0.403024246076956
4.568	0.35883885844039	0.120145060526219	-0.382849430949169
4.6822	0.345343726954507	0.0675275825929623	-0.368005689485419
4.7964	0.335859515773735	0.0170509133056258	-0.356504481115431
4.9106	0.329916848722676	-0.0306146683110478	-0.346282330156016
5.0248	0.328894533773707	-0.0734074184760475	-0.333879081455623
