"Time [ns]"	"NodeVoltage(Ie_a) [mV]"	"NodeVoltage(Ie_b) [mV]"	"NodeVoltage(Ie_c) [mV]"	"NodeVoltage(Iv_a) [mV]"	"NodeVoltage(Iv_b) [mV]"	"NodeVoltage(Iv_c) [mV]"
89190199.9999984	250891.818252214	60541.6340684546	-250893.21564173	250726.791387501	60540.3843769005	-250726.939085464
89304399.9999984	250934.311026139	125757.031144741	-250937.141412215	250734.457365886	125754.435297578	-250734.691904799
89418599.9999983	250637.335807442	185666.932683929	-250641.97405862	250701.491346181	185663.100244078	-250702.297157508
89532799.9999983	248466.000465345	238122.323036735	-248470.810350047	249217.428764144	238117.408002559	-249217.323614671
89646999.9999983	247153.507690797	285148.600259398	-247159.460664991	249205.766887167	285142.715778624	-249205.835380588
89761199.9999983	2301.89826325935	248461.78175931	-248461.832850622	2301.85074773465	249230.944141811	-249230.947717598
89875399.9999983	34548.8144990166	248762.721709132	-248763.481598289	34548.1012973865	249245.130458863	-249245.177146389
89989599.9999983	-32119.7201807804	249063.608119611	-249062.861596795	-32119.0571724578	249267.232117636	-249267.148603143
90103799.9999983	-99225.3151471117	250520.776641057	-250514.79542944	-99223.2669552963	250590.660126537	-250586.727106735
90217999.9999983	-162210.238718906	250396.50468794	-250386.632562528	-162206.890436028	250578.623018174	-250572.09917564
90332199.9999983	-216108.21060991	248584.624216358	-248580.188152355	-216103.749885645	249224.180292326	-249224.204952588
90446399.9999983	-266383.014096049	247568.52169179	-247562.946233808	-266377.516016274	249211.027663796	-249210.950285589
90560599.9999983	-248578.262175124	248579.25946752	-46546.7264119708	-249234.551303764	249234.587785162	-46545.7656009735
90674799.9999983	-248840.409774334	248841.823634027	-63785.9498386402	-249248.965028206	249249.062170611	-63784.6331213537
90788999.9999983	-249164.625475123	249164.589123393	4012.98634651805	-249279.989018814	249280.03549558	4012.90351802373
90903199.9999983	-250767.709970669	250765.909825194	72466.899209014	-250706.012860393	250705.708566131	72465.4033578017
91017399.9999983	-250772.615236627	250769.346260709	136448.576674398	-250715.09572671	250714.643285499	136445.760139692
91131599.9999983	-250265.478955243	250248.68940728	195662.510180859	-250526.125866291	250513.37506646	195658.471432728
91245799.9999983	-248193.810689153	248188.665578933	245774.512990989	-249219.326462474	249219.254280124	245769.440063119
91359999.9999983	-246767.765065067	246761.666070635	292687.466837167	-249201.811980881	249201.750522588	292681.429301029
91474199.9999983	-248302.323865599	-28025.5574778664	248302.915763647	-249226.7432351	-28024.9789785532	249226.756633835
91588399.9999983	-248617.261803297	22850.8921660948	248616.767003065	-249238.718035636	22850.4204317084	249238.694969791
91702599.9999982	-248907.880090571	-44314.8502025377	248908.868324426	-249253.732055275	-44313.9354628845	249253.805549478
91816799.9999982	-249056.157071075	-109933.215200822	249058.719780714	-249253.458907983	-109930.945980849	249253.75239765
91930999.9999982	-248872.100889222	-172276.726498228	248872.550390652	-249184.383705156	-172273.170435973	249181.277144331
92045199.9999982	-248360.978620447	-225683.125735293	248365.701032131	-249222.23024475	-225678.467403969	249222.294325111
92159399.9999982	-247245.714524202	-273793.790351245	247251.436139492	-249207.246952403	-273788.139513503	249207.31772995
92273599.9999982	-21150.176117144	-248471.335794721	248471.788363115	-21149.7395379252	-249231.222732266	249231.238721441
92387799.9999982	-50931.6455951941	-248755.906342219	248757.023325625	-50930.5942119958	-249244.69283924	249244.758439448
92501999.9999982	15656.2051897046	-249074.8170555	249074.472944094	15655.8820211897	-249268.269721007	249268.248778115
92616199.9999982	85320.9434285686	-250631.270785264	250628.445920874	85319.1822466281	-250657.851740777	250656.788058328
92730399.9999982	146142.652142795	-250607.282881822	250603.08448087	146139.635512008	-250679.030910017	250677.849139853
92844599.9999982	204029.063097954	-248788.44465426	248786.110310488	204024.851668936	-249195.43828672	249197.315371967
92958799.9999982	255344.351959729	-247945.227696213	247939.87846535	255339.081574405	-249215.630438143	249215.551592605
93072999.9999982	248687.911418964	-248689.64175047	80429.9381283098	249238.476529566	-249238.546640413	80428.2779076502
93187199.9999982	248937.667319906	-248939.452704396	79321.589607245	249254.164592154	-249254.312571335	79319.9522019355
93301399.9999982	249275.20501152	-249275.804429475	11809.9487777805	249304.337217378	-249304.692846026	11809.7049884731
93415599.9999982	250899.544800945	-250898.236922451	-56756.3448380015	250727.610743868	-250727.474421331	-56755.1732820433
93529799.9999982	250958.164134902	-250955.415601521	-122729.817918659	250736.559669205	-250736.344497177	-122727.284557306
93643999.9999982	250704.580674941	-250700.215219373	-180972.296452555	250711.758576065	-250711.12866031	-180968.560912742
93758199.9999982	248558.005966454	-248553.598478605	-234780.008937289	249209.918280101	-249210.35685796	-234775.162871581
93872399.9999981	247317.020589909	-247311.135522303	-281684.148561703	249207.662390745	-249207.590606843	-281678.335278
93986599.9999981	248535.481163474	-13044.8672798502	-248535.200033632	249233.073826372	-13044.5980092937	-249233.061967086
94100799.9999981	248836.952119009	-37901.7884397524	-248836.109397431	249249.111430264	-37901.0060279633	-249249.051120475
94214999.9999981	249149.654001682	27293.0692532106	-249150.315380342	249278.659940897	27292.5058762657	-249278.757942613
94329199.9999981	250702.396910763	95498.2493993365	-250704.958603079	250691.492060316	95496.2781402778	-250692.082493573
94443399.9999981	250590.00990775	158152.107975955	-250594.450876132	250679.736086675	158148.843456716	-250680.912535817
94557599.9999981	248706.574958354	213075.211343434	-248710.492269579	249216.53048552	213070.813214399	-249216.04966771
94671799.9999981	247736.200057181	263608.807172663	-247741.72012588	249212.945285405	263603.366307729	-249213.024489168
94785999.9999981	58842.5388821364	248646.192296874	-248647.456421062	58841.3242631534	249236.862210418	-249236.911715622
94900199.9999981	67471.7366336521	248911.135839308	-248912.651023946	67470.3438364595	249253.059607194	-249253.18199464
95014399.9999981	-2228.93272050568	249241.238068166	-249241.327020666	-2228.88671921103	249296.117264482	-249296.252218277
95128599.9999981	-66439.673546177	250854.442781281	-250852.878561464	-66438.3021080571	250721.629837167	-250721.437055471
95242799.9999981	-132647.56001788	250876.0496255	-250873.019957999	-132644.821940348	250728.924246956	-250728.632656987
95356999.9999981	-191570.805666193	250525.480655785	-250519.938410966	-191566.851370781	250673.713697674	-250672.125748266
95471199.9999981	-243962.692950763	248332.123375805	-248327.0629108	-243957.657398842	249219.182251499	-249219.157338416
95585399.9999981	-290341.819517094	246948.378349383	-246942.323257135	-290335.829161192	249203.610251408	-249203.545515062
95699599.9999981	-248383.525535525	248383.195545505	15642.9907786895	-249228.815312287	249228.808222613	15642.6678783437
95813799.9999981	-248699.122734859	248699.703081196	-26568.4138917761	-249242.151604146	249242.1834806	-26567.8654218926
95927999.9999981	-248996.296243082	248995.370657667	40506.408409765	-249260.57552094	249260.486061524	40505.5722837643
96042199.9999981	-247650.024942697	248351.020897974	106547.739865989	-247716.501843112	248419.697136854	106545.540527524
96156399.999998	-250376.090758757	250366.479092804	168996.697593125	-250581.913468259	250575.790162919	168993.209232512
96270599.999998	-248502.985516006	248498.384512591	222438.268401395	-249223.017399615	249223.007760842	222433.677036753
96384799.999998	-247415.622492086	247409.933231092	272053.336279734	-249209.104170046	249209.029901206	272047.721287579
96498999.999998	-248540.132239124	30929.0229200675	248539.469492553	-249233.317025551	30928.3844871415	249233.292711906
96613199.999998	-248819.92638254	56257.7183656408	248818.683079152	-249247.991412574	56256.5570489102	249247.909425917
96727399.999998	-249144.067473219	-11901.0864242784	249144.312805496	-249277.224016621	-11900.8407694364	249277.223694057
96841599.999998	-250737.394110484	-80515.9209112979	250739.46335106	-250699.140806816	-80514.2589136594	250699.548049753
96955799.999998	-250714.21005951	-143860.416177016	250717.770169387	-250706.187715169	-143857.446653081	250706.778301112
97069999.999998	-249363.439735119	-212647.523298555	228739.225247288	-249362.898311909	-212643.133974083	228734.294499606
97184199.999998	-248345.573325274	-252776.835581936	248350.26823863	-249199.499306377	-252771.618172623	249198.976810419
97298399.999998	-104620.409404056	-248873.431484368	248875.710857804	-104618.249850602	-249246.275312976	249246.395132957
97412599.999998	-81933.8971553299	-249115.328480025	249117.285571301	-81932.2058374334	-249268.650515708	249268.916289088
97526799.999998	-16497.5696522394	-250828.330610402	250824.457072391	-16497.2291017264	-250742.071680578	250737.857592054
97640999.999998	52879.5744041243	-251030.812835243	251029.634258908	52878.4828721855	-250740.874086189	250740.787041793
97755199.999998	118367.780050923	-251093.114603754	251090.522983118	118365.336728604	-250746.811413695	250746.663115379
97869399.999998	179457.613294632	-250858.309023628	250854.250307538	179453.909016072	-250731.351284973	250730.996847443
97983599.999998	232648.673420856	-248608.968264131	248613.45966304	232643.87134058	-249106.879704725	249116.17318391
98097799.999998	278599.002459283	-247514.220661707	247508.394963063	278593.252704939	-249210.064705546	249209.988761246
98211999.999998	248615.228948677	-248615.793006855	26201.4856767038	249235.626426571	-249235.649636942	26200.944828896
98326199.9999979	248908.229240165	-248909.18329412	42279.7432520384	249253.47640598	-249253.557681434	42278.870473538
98440399.9999979	249235.958027218	-249235.363078276	-23893.3910259972	249296.524463911	-249296.422715612	-23892.8978253533
98554599.9999979	250800.46040978	-250798.239398324	-92256.6841713831	250714.486159602	-250714.169495771	-92254.7798237576
98668799.9999979	250704.37746114	-250700.577440948	-154805.787253163	250707.581107906	-250706.976535619	-154802.591805259
98782999.9999979	248754.031123268	-248754.779264801	-210648.205609849	249156.758200235	-249161.854381619	-210643.857569999
98897199.9999979	247867.342955217	-247861.87007257	-261361.334334377	249214.445238644	-249214.366864176	-261355.939826198
99011399.9999979	248682.447837596	-69366.4568515907	-248680.955686219	249238.283739269	-69365.0250005907	-249238.223438892
99125599.9999979	248941.61253568	-71415.6679466659	-248939.999913088	249254.822191785	-71414.193738448	-249254.683777411
99239799.9999979	249276.349201312	-3568.67085377191	-249275.98723503	249306.189207514	-3568.59718130053	-249305.900913702
99353999.9999979	250882.629917949	64854.5913112947	-250884.13193968	250725.675147038	64853.252592229	-250725.838449703
99468199.9999979	250909.553464653	129689.825975952	-250912.48690464	250732.354766383	129687.148950536	-250732.611180955
99582399.9999979	250588.961381452	188158.524525802	-250593.91351789	250690.454479346	188154.640660471	-250691.522750453
99696599.9999979	248409.420548857	240821.016339111	-248414.365557652	249218.900325414	240816.045614909	-249218.874610007
99810799.9999979	247062.901085906	287298.032053212	-247068.896193681	249204.76750213	287292.103599975	-249204.834156669
99924999.9999979	-5992.46563933433	248433.961394006	-248433.836269806	-5992.3419437464	249230.11730639	-249230.115877778
100039199.999998	30353.0591603558	248744.424682055	-248745.090794567	30352.4325680211	249244.257263792	-249244.296783969
100153399.999998	-36048.7990665083	249040.297668587	-249039.459072012	-36048.0549542126	249264.722468735	-249264.627984455
100267599.999998	-103109.656910462	250163.515629882	-250099.470340485	-103107.528539419	250248.791445636	-250186.874527281
100381799.999998	-166347.677158461	250275.143481934	-250255.861650677	-166344.243475342	250490.889045012	-250475.040896874
100495999.999998	-218186.589654509	248535.148982557	-248530.605118616	-218182.086039669	249225.765643751	-249225.725394649
100610199.999998	-268828.877132104	247486.756596959	-247481.13262141	-268823.328607895	249209.938794978	-249209.863343638
100724399.999998	-248553.612210955	248554.453449711	-39281.9446321013	-249233.75720457	249233.787590736	-39281.1337795113
100838599.999998	-248829.803078327	248831.116061992	-59270.255690372	-249248.38529804	249248.474776264	-59269.0321849307
100952799.999998	-249152.936977295	249152.771600414	8692.17499031769	-249278.568075448	249278.58211501	8691.99557387498
101066999.999998	-250754.366158253	250752.440382276	75876.7749660754	-250702.686673238	250702.327134491	75875.2087288449
101181199.999998	-250746.598235095	250743.197959049	140211.880894558	-250711.562765156	250711.056703293	140208.986680375
101295399.999998	-249825.081431675	249669.954683468	197745.927381648	-250109.211677355	249958.166676598	197741.845634199
101409599.999998	-248134.39920278	248129.172983689	249689.978064456	-249218.084949889	249218.012457182	249684.824338072
101523799.999998	-248744.508298659	96793.1752561038	248742.419881138	-249240.692742496	96791.1772704307	249240.602310648
101637999.999998	-248969.828751644	86880.3223569266	248967.864821856	-249256.140506463	86878.5289248992	249255.970008703
101752199.999998	-249311.144708255	19536.965106753	249310.142706259	-249313.473115269	19536.5618158932	249312.874404133
101866399.999998	-250931.640157517	-50285.4749648966	250932.783771107	-250731.430795945	-50284.4369802155	250731.536424853
101980599.999998	-251017.169207929	-112466.932525938	251019.664259928	-250741.053458334	-112464.611006864	250741.226991259
102094799.999998	-250805.721592634	-175598.076571793	250809.751233021	-250725.518334192	-175594.451954331	250725.923357117
102208999.999998	-248647.42144422	-228225.776477719	248647.379284347	-249155.49905294	-228221.065674454	249150.746089801
102323199.999998	-247543.584820605	-276564.066787077	247549.369549575	-249210.40811517	-276558.358858116	249210.484915179
102437399.999998	-31156.5924902972	-248621.456788646	248622.127124156	-31155.9493598478	-249235.903451967	249235.930657027
102551599.999998	-47103.9832430259	-248905.689698041	248906.749931094	-47103.0108828387	-249253.279754447	249253.367627312
102665799.999998	19636.6915009241	-249234.233226409	249233.789993899	19636.2861671989	-249295.553544558	249295.515645772
102779999.999998	88319.9154346793	-250801.681232471	250799.561956134	88318.09234876	-250714.695203816	250714.399013398
102894199.999998	150178.843420288	-250732.442594549	250728.789751773	150175.743477614	-250710.760970096	250710.208069994
103008399.999998	206964.233778957	-248458.895831523	248538.070159185	206959.961771543	-248794.321762003	248877.768097079
103122599.999998	257974.766314958	-247975.092143286	247969.692994108	257969.44166483	-249215.584154333	249215.509655284
103236799.999998	248714.751058661	-248716.431672576	77986.4333278589	249239.474749063	-249239.545580232	77984.8235451141
103350999.999998	248965.573425958	-248967.265824069	74561.4767700125	249256.29208554	-249256.445339949	74559.9376263097
103465199.999998	249309.040253252	-249309.775277551	9100.28381008138	249317.026181141	-249317.573350068	9100.09595470956
103579399.999998	250913.368235994	-250911.988760701	-60255.8424695858	250729.445845842	-250729.310162751	-60254.5986773845
103693599.999998	250956.405894709	-250953.610967681	-124776.936447438	250736.526001329	-250736.306690706	-124774.360831034
103807799.999998	250672.53329806	-250668.004561498	-184896.247188577	250707.304847571	-250706.592643932	-184892.430655654
103921999.999998	248502.769222185	-248498.063123414	-237519.549739029	249215.143367857	-249215.339865022	-237514.647143093
104036199.999998	247213.095246167	-247207.163910168	-284038.771111023	249206.474734992	-249206.405049635	-284032.909460381
104150399.999998	248490.520457443	-4788.11895359462	-248490.415870935	249231.732918988	-4788.02011778552	-249231.727168289
104264599.999998	248790.510566579	-34288.3535316329	-248789.753996719	249246.584920062	-34287.6457076753	-249246.536174159
104378799.999998	249092.581908109	30325.9072160646	-249093.295355869	249270.617383338	30325.2812352535	-249270.704850286
104492999.999998	250604.180557835	98555.8400372911	-250607.706445536	250649.186297943	98553.8056643943	-250650.677812747
104607199.999998	250466.430673871	161066.608385556	-250472.836844304	250627.439163766	161063.283708479	-250630.520657123
104721399.999998	248612.772750052	215959.385235673	-248617.173110233	249224.107592058	215954.927581174	-249224.050297739
104835599.999998	247588.524913337	266725.568836828	-247594.106880519	249211.05431377	266720.063686511	-249211.131130635
104949799.999998	49842.6535050409	248576.0094392	-248577.076675896	49841.6246605019	249234.618578965	-249234.656971121
105063999.999998	64330.4324090795	248842.970656507	-248844.398296557	64329.1044495739	249248.921836665	-249249.021517209
105178199.999998	-3259.41355464603	249159.049521896	-249159.020703542	-3259.34628136267	249279.509834088	-249279.548289018
105292399.999998	-71450.4108477484	250768.958634744	-250767.15475404	-71448.9359787283	250705.068546675	-250704.739534991
105406599.999998	-135746.220971137	250780.239691822	-250777.009102605	-135743.41893384	250716.564065319	-250716.135513399
105520799.999998	-193870.500161084	250312.213626831	-250299.326233756	-193866.498400979	250560.803287583	-250551.917654613
105634999.999998	-246354.292504676	248206.264100196	-248201.110629862	-246349.207602982	249219.123600683	-249219.055032043
105749199.999998	-292485.497102875	246785.155614486	-246779.061122118	-292479.464346274	249201.994750576	-249201.933014809
105863399.999998	-248308.005117656	248307.457101113	25943.6017284411	-249226.899953323	249226.887460702	25943.0662045196
105977599.999998	-248622.694717719	248623.206587534	-23608.3683861587	-249238.923175259	249238.947673904	-23607.881014989
106091799.999998	-248911.072915287	248910.108951306	43132.551544492	-249253.937932682	249253.864303456	43131.6612097364
106205999.999998	-249068.443955844	249065.851626002	109512.333397277	-249256.575413898	249256.243616522	109510.072864809
106320199.999998	-248854.226921217	248856.146425824	172094.74071678	-249154.192699022	249159.664509755	172091.188410654
106434399.999998	-248390.006895351	248385.312527292	224242.258088992	-249223.119064196	249223.053288476	224237.629496654
106548599.999998	-247276.396247714	247270.677517367	273639.412710879	-249207.493372051	249207.42232522	273633.765027362
106662799.999998	-248478.207416099	22710.6824634772	248477.721520398	-249231.460832596	22710.2136725065	249231.443727866
106776999.999998	-248765.325524106	52310.4866939218	248764.176838394	-249245.126036866	52309.4068503626	249245.057194714
106891199.999998	-249083.598170377	-15168.3725433936	249083.931665846	-249269.323885987	-15168.0594449585	249269.344283021
107005399.999998	-250644.202229029	-83070.4828701733	250646.795036279	-250665.303212371	-83068.7681418602	250666.181291308
107119599.999998	-250618.847962483	-146817.589478957	250622.953084515	-250682.165848181	-146814.55891537	250683.240406626
107233799.999998	-248776.833077003	-204408.424785364	248777.878021146	-249180.772717899	-204404.205526951	249177.59840363
107347999.999998	-247963.16399776	-253866.803177698	247968.485299307	-249216.272292762	-253861.563287787	249216.353704397
107462199.999998	-82363.9333907322	-248696.006320939	248697.778931476	-82362.2332487615	-249238.700032989	249238.772501556
107576399.999998	-80067.0708570839	-248937.740637699	248939.542707047	-80065.4180633999	-249254.247852965	249254.39712863
107690599.999998	-12634.0634364193	-249279.23458475	249279.860653351	-12633.802635717	-249304.105758226	249304.471026125
107804799.999998	56445.4970791093	-250903.561122896	250902.266477246	56444.3319396711	-250728.237653959	250728.108147747
107918999.999998	120383.909325982	-250967.242575789	250964.549173245	120381.424388177	-250737.229231047	250737.020766307
108033199.999998	181579.736225075	-250717.135947308	250712.801222845	181575.988144983	-250714.043992404	250713.457348033
108147399.999998	233957.030393956	-248571.040680245	248566.74707423	233952.201315897	-249208.199157553	249208.734629597
108261599.999998	281200.543601761	-247342.350165761	247336.474242205	281194.740247606	-249207.990067863	249207.917498461
108375799.999997	248544.120347183	-248544.44594192	15122.0423021255	249233.362168293	-249233.375615693	15121.7301547886
108489999.999997	248841.886482031	-248842.760024243	39267.1940139359	249249.382686297	-249249.445632538	39266.3834179646
108604199.999997	249160.473523253	-249159.823345438	-27062.2384273153	249280.376956251	-249280.285390369	-27061.6798153827
108718399.999997	250707.835780174	-250705.30832885	-96399.6135823445	250694.571435752	-250694.033849322	-96397.6237174499
108832599.999997	250608.165254649	-250603.734942112	-155814.515896814	250681.178770008	-250679.964724838	-155811.299629447
108946799.999997	248718.744973092	-248715.238522816	-212609.843314364	249207.220358434	-249208.102435616	-212605.454786906
109060999.999997	247762.293599047	-247756.789214281	-262860.105629759	249213.252761894	-249213.173796309	-262854.680210578
109175199.999997	248654.37779366	-61064.3326554263	-248653.065863872	249237.114049978	-61063.0721747632	-249237.062600854
109289399.999997	248918.200770684	-67697.0846387694	-248916.678471876	249253.524650759	-67695.6871881804	-249253.39980254
109403599.999997	249252.364311607	-1060.19227093502	-249252.161989054	249298.834536201	-1060.17037905809	-249298.654105525
109517799.999997	250860.834796553	67874.8023491115	-250862.41842513	250722.828008445	67873.4012872608	-250723.010575172
109631999.999997	250880.074938177	132333.541687857	-250883.092942797	250729.373750021	132330.810092694	-250729.660159479
109746199.999997	250537.270300085	190437.006104594	-250542.670161828	250676.290635322	190433.075211639	-250677.75960411
109860399.999997	248348.175017521	243209.058687497	-248353.207280199	249218.993074751	243204.038685175	-249219.005335108
109974599.999997	246967.817673546	289374.837852936	-246973.853259711	249203.767404315	289368.867145776	-249203.832283319
110088799.999997	-13666.4915572607	248401.380794886	-248401.092756772	-13666.2094555197	249229.190255463	-249229.18431909
110202999.999997	25805.3344145475	248716.352809016	-248716.91700032	25804.8016948927	249242.954725116	-249242.986196765
110317199.999997	-37641.9686460843	249011.108317826	-249010.241951582	-37641.1916472756	249261.886605994	-249261.797238559
110431399.999997	-109086.464855334	243258.11614807	-249362.501041679	-109084.213112384	243253.032575121	-249359.669211679
110545599.999997	-168011.760776169	250527.523322602	-250522.63250548	-168008.2927459	250671.075996422	-250669.653209568
110659799.999997	-221856.082741902	248574.777994173	-248570.255795578	-221851.503391551	249222.615548928	-249222.672700683
110773999.999997	-271336.211885493	247496.231199765	-247490.555323052	-271330.611680076	249209.996896386	-249209.921225091
110888199.999997	-248568.878274727	248569.66675833	-36782.291355954	-249234.264428605	249234.293657062	-36781.5321008067
111002399.999997	-248851.704749383	248852.950135239	-55976.1057540938	-249249.674479314	249249.764359927	-55974.9502488506
111116599.999997	-249174.067582107	249173.810597532	12248.3232005745	-249282.39150966	249282.387347583	12248.0703780766
111230799.999997	-250776.864540422	250774.907956599	78476.8497174459	-250707.827897663	250707.491221258	78475.2298100291
111344999.999997	-250753.28562648	250749.852240411	143146.063119988	-250713.782680207	250713.304073549	143143.108340578
111459199.999997	-249276.401002836	248372.631803595	199863.239708024	-249546.964572578	248647.320820381	199859.11426098
111573399.999997	-248118.300182295	248113.019465079	252544.555865709	-249217.377895733	249217.309804803	252539.343239422
111687599.999997	-248754.703177258	91957.4139920564	248752.717144231	-249241.125157654	91955.5158240277	249241.037292655
111801799.999997	-248990.90923667	84624.8288925687	248988.984757933	-249257.834021923	84623.0820247063	249257.656411048
111915999.999997	-249348.164086037	16458.5640561539	249346.769135197	-249331.171850704	16458.2243094749	249330.116646544
112030199.999997	-250951.152217986	-51854.6581220977	250952.324657815	-250733.606582926	-51853.5877463203	250733.708646978
112144399.999997	-251026.004612153	-117236.846385842	251028.598866703	-250741.881800937	-117234.426407718	250742.056077364
112258599.999997	-250795.500074805	-178528.88689409	250799.606455861	-250724.747627603	-178525.201784681	250725.168899249
112372799.999997	-248631.535226772	-231324.555410478	248633.751332235	-249178.361124044	-231319.78065692	249175.80247595
112486999.999997	-247471.671454677	-278803.61394705	247477.50110418	-249209.559436831	-278797.859918399	249209.635057683
112601199.999997	-23839.2909475677	-248599.34542294	248599.85871989	-23838.7988598055	-249235.137704779	249235.158913967
112715399.999997	-44664.7625339355	-248889.899714222	248890.901085189	-44663.8405261262	-249252.303337583	249252.382700741
112829599.999997	23033.7247641543	-249215.789729442	249215.238854759	23033.2493090644	-249291.240660393	249291.165240801
112943799.999997	91130.1843913065	-250781.002850401	250778.781179866	91128.3032966097	-250710.975132608	250710.634556769
113057999.999997	154244.527373844	-250693.886355382	250690.042754515	154241.343510608	-250704.513835264	250703.854097633
113172199.999997	210138.441492507	-248749.853313364	248750.796675935	210134.103973592	-249154.208934843	249159.48981633
113286399.999997	260131.785842412	-247878.399531873	247872.951508136	260126.416703543	-249214.708568618	249214.62968375
113400599.999997	248687.453584977	-248688.966664051	70317.849681254	249238.357363592	-249238.418952969	70316.398191557
113514799.999997	248942.825101069	-248944.451264732	71976.1880661627	249254.954376605	-249255.094761966	71974.7022878612
113628999.999997	249283.998254552	-249284.433168641	4976.41295655662	249307.612961892	-249307.945145151	4976.31022572588
113743199.999997	250892.847737153	-250891.371025629	-64120.3850908302	250727.065038881	-250726.911891017	-64119.0615271703
113857399.999997	250923.649819652	-250920.756741505	-128260.575671506	250733.688140996	-250733.442586343	-128257.928148013
113971599.999997	250615.86499092	-250611.020749836	-188244.16866381	250696.126585343	-250695.167978764	-188240.283029305
114085799.999997	248422.25836469	-248417.354796483	-241206.895805053	249216.857278211	-249216.932398072	-241201.917116985
114200000	247103.627743448	-247097.667243316	-285565.601324707	249205.411267126	-249205.343446052	-285559.70864565
